ttyp1004	610101141	001	0
ttyp1006	610724004	001	0
ttyp1007	610724002	001	0
ttyp1005	610431004	001	0
ttyp1010	610101078	001	0
ttyp1012	610101135	001	0
ttyp1013	610424014	001	0
ttyp1014	610101075	001	0
ttyp1015	610101136	001	0
ttyp1019	610101136	001	0
ttyp1020	610101136	001	0
ttyp1689	610101049	001	0
ttyp1683	610101049	001	0
ttyp3785	610925002	001	0
ttyp1037	610101069	001	0
ttyp1038	610101067	001	0
ttyp1039	610101067	001	0
ttyp1040	610101067	001	0
ttyp1041	610101074	001	0
ttyp1676	610101049	001	0
ttyp1044	610101075	001	0
ttyp1045	610101079	001	0
ttyp1075	610322005	001	0
ttyp1054	610101035	001	0
ttyp1056	610101050	001	0
ttyp1192	610629004	001	0
ttyp1058	610101026	001	0
ttyp1059	610101030	001	0
ttyp1060	610101027	001	0
ttyp1061	610101057	001	0
ttyp1190	610629002	001	0
ttyp1186	610621001	001	0
ttyp1064	610621001	001	0
ttyp1067	610101032	001	0
ttyp4705	610929002	001	0
ttyp1047	610501901	001	0
ttyp1076	610101036	001	0
ttyp1077	610101033	001	0
ttyp1080	610101025	001	0
ttyp1073	610101025	001	0
ttyp1086	610101027	001	0
ttyp1087	610101046	001	0
ttyp1088	610101054	001	0
ttyp1090	610127003	001	0
ttyp1095	610101125	001	0
ttyp1097	610101119	001	0
ttyp1100	610101117	001	0
ttyp1104	610101054	001	0
ttyp1105	610101117	001	0
ttyp1106	610101119	001	0
ttyp1107	610101111	001	0
ttyp1108	610101111	001	0
ttyp1109	610101111	001	0
ttyp3872	610724005	001	0
ttyp3871	610724007	001	0
ttyp1526	610726011	001	0
ttyp1121	610101130	001	0
ttyp1122	610114007	001	0
ttyp1123	610101127	001	0
ttyp1305	610322007	001	0
ttyp3870	610724011	001	0
ttyp1128	610101051	001	0
ttyp1131	610101030	001	0
ttyp1132	610101142	001	0
ttyp1133	610101026	001	0
ttyp1134	610101602	001	0
ttyp1135	610101106	001	0
ttyp1136	610101137	001	0
ttyp1137	610101102	001	0
ttyp1139	610101062	001	0
ttyp1141	610101094	001	0
ttyp1955	610323002	001	0
ttyp1147	610101102	001	0
ttyp1149	610101086	001	0
ttyp1151	610101097	001	0
ttyp1156	610101046	001	0
ttyp2594	610323011	001	0
ttyp2495	610323002	001	0
ttyp1167	610101096	001	0
ttyp1168	610101080	001	0
ttyp3757	610929005	001	0
ttyp1623	610323003	001	0
ttyp1174	610101087	001	0
ttyp1175	610101059	001	0
ttyp1177	610101094	001	0
ttyp1179	610101062	001	0
ttyp1180	610101043	001	0
ttyp3755	610921004	001	0
ttyp1182	610124016	001	0
ttyp1183	610125017	001	0
ttyp1184	610125016	001	0
ttyp1217	610101125	001	0
ttyp4513	610522003	001	0
ttyp3746	610925001	001	0
ttyp1191	610115015	001	0
ttyp1618	610425007	001	0
ttyp1193	610125014	001	0
ttyp1197	610126006	001	0
ttyp1603	610101028	001	0
ttyp1199	610115605	001	0
ttyp1201	610115000	001	0
ttyp1202	610101033	001	0
ttyp1205	610114000	001	0
ttyp1206	610114005	001	0
ttyp1406	610101074	001	0
ttyp1211	610122001	001	0
ttyp1212	610114002	001	0
ttyp1213	610122601	001	0
ttyp1214	610125011	001	0
ttyp1216	610125002	001	0
ttyp1598	611001008	001	0
ttyp1218	610114007	001	0
ttyp1221	610114007	001	0
ttyp1222	610114007	001	0
ttyp1223	610125019	001	0
ttyp1249	610126004	001	0
ttyp1225	610115000	001	0
ttyp1226	610126000	001	0
ttyp1227	610101109	001	0
ttyp1234	610101126	001	0
ttyp4512	610632010	001	0
ttyp1237	610101109	001	0
ttyp1240	610101107	001	0
ttyp1241	610101107	001	0
ttyp1242	610101123	001	0
ttyp1243	610101123	001	0
ttyp1244	610101109	001	0
ttyp1246	610116017	001	0
ttyp1247	610116017	001	0
ttyp1248	610116000	001	0
ttyp1252	610116026	001	0
ttyp1254	610116001	001	0
ttyp1255	610101126	001	0
ttyp1258	610116006	001	0
ttyp1259	610116004	001	0
ttyp1261	610116001	001	0
ttyp1262	610116024	001	0
ttyp1492	610101084	001	0
ttyp1267	610116007	001	0
ttyp1268	610101036	001	0
ttyp1269	610127003	001	0
ttyp1270	610101602	001	0
ttyp1271	610101056	001	0
ttyp1272	610101056	001	0
ttyp1274	610101035	001	0
ttyp1276	610101142	001	0
ttyp1278	610101142	001	0
ttyp1083	610101025	001	0
ttyp1280	610101044	001	0
ttyp3869	610724012	001	0
ttyp1282	610101048	001	0
ttyp1283	610301017	001	0
ttyp1284	610101045	001	0
ttyp1285	610101046	001	0
ttyp1286	610101045	001	0
ttyp1287	610101032	001	0
ttyp1288	610101040	001	0
ttyp1289	610101056	001	0
ttyp1290	610101007	001	0
ttyp1291	610101032	001	0
ttyp1292	610101128	001	0
ttyp1293	610101055	001	0
ttyp1294	610101036	001	0
ttyp1298	610101042	001	0
ttyp1057	610632002	001	0
ttyp1300	610101032	001	0
ttyp1301	610101007	001	0
ttyp1124	610322008	001	0
ttyp1308	610127000	001	0
ttyp1309	610101050	001	0
ttyp1310	610101030	001	0
ttyp1311	610101046	001	0
ttyp1312	610101007	001	0
ttyp1314	610101041	001	0
ttyp1316	610101010	001	0
ttyp1319	610101013	001	0
ttyp1321	610101024	001	0
ttyp1324	610101010	001	0
ttyp1327	610122006	001	0
ttyp1329	610122000	001	0
ttyp1330	610122000	001	0
ttyp1365	610301023	001	0
ttyp1332	610114004	001	0
ttyp1333	610114008	001	0
ttyp1336	610101018	001	0
ttyp1337	610114007	001	0
ttyp1338	610101042	001	0
ttyp1339	610101032	001	0
ttyp1340	610101034	001	0
ttyp1228	610629008	001	0
ttyp1198	610629012	001	0
ttyp1346	610101016	001	0
ttyp1348	610101036	001	0
ttyp1349	610101018	001	0
ttyp1350	610101006	001	0
ttyp1353	610101017	001	0
ttyp1355	610101014	001	0
ttyp1359	610115004	001	0
ttyp1360	610115013	001	0
ttyp1361	610115602	001	0
ttyp1362	610115602	001	0
ttyp1363	610115015	001	0
ttyp1364	610115010	001	0
ttyp1764	610728009	001	0
ttyp1366	610116028	001	0
ttyp1367	610115011	001	0
ttyp1368	610115606	001	0
ttyp1369	610115004	001	0
ttyp1371	610116005	001	0
ttyp1372	610116017	001	0
ttyp1376	610115012	001	0
ttyp1377	610115000	001	0
ttyp1378	610115002	001	0
ttyp1379	610115603	001	0
ttyp1380	610115000	001	0
ttyp1381	610115006	001	0
ttyp1382	610115011	001	0
ttyp1384	610115008	001	0
ttyp1385	610115604	001	0
ttyp1386	610115000	001	0
ttyp1387	610115608	001	0
ttyp1388	610115006	001	0
ttyp1389	610115005	001	0
ttyp1390	610115003	001	0
ttyp1391	610115000	001	0
ttyp1392	610115000	001	0
ttyp1393	610115607	001	0
ttyp1394	610116001	001	0
ttyp1395	610115003	001	0
ttyp1397	610116000	001	0
ttyp1398	610116015	001	0
ttyp2629	610116025	001	0
ttyp1400	610116027	001	0
ttyp1401	610116027	001	0
ttyp1403	610116018	001	0
ttyp1404	610116028	001	0
ttyp1856	610728002	001	0
ttyp1412	610116010	001	0
ttyp1413	610116004	001	0
ttyp1414	610116000	001	0
ttyp3847	610101088	001	0
ttyp1416	610116000	001	0
ttyp1418	610116015	001	0
